Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
2012,205,,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Turbo,#1717648,103000 Kms,,Manual,Gasolina,,4 x 4,Plata,8.0,,2000.0,,Pichincha,,,,
2011,216,9.3,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Emotion,,,,,,,,,,,,,,,,,
2023,0,22.99,Quito,Fijo,NEW,Toyota,Todoterreno Ligero,RAIZE,,,,,,,,,,,,,,,,,
2023,0,34.2,Quito,Fijo,NEW,Toyota,Station Wagon,Corolla 1.8,,,,,,,,,,,,,,,,,
2018,67000,26.5,Ibarra,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2019,63000,26.9,Ibarra,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI  3.0 CD 4X2  DIESEL,,,,,,,,,,,,,,,,,
2012,48458,95.0,Quito,Negociable,USED,BMW,Otro,1M,,,,,,,,,,,,,,,,,
2018,53537,54.5,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
2017,87000,44.0,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Laredo,,,,,,,,,,,,,,,,,
2007,111000,22.5,Quito,Negociable,USED,BMW,Sedán,330i,,,,,,,,,,,,,,,,,
2016,151040,33.9,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2019,54000,19.9,Quito,Negociable,USED,Mini,Hatchback (3 Puertas),Cooper,,,,,,,,,,,,,,,,,
2020,47021,19.9,Quito,Negociable,USED,Suzuki,Todoterreno Ligero,S-Cross,,,,,,,,,,,,,,,,,
2017,79000,14.9,Quito,Negociable,USED,Kia,Sedán,NIRO Hibrido,,,,,,,,,,,,,,,,,
2018,125000,14.9,Quito,Negociable,USED,Volkswagen,Sedán,Polo,,,,,,,,,,,,,,,,,
2013,134000,13.99,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
2023,1,30.99,Quito,Negociable,USED,Karry,Mini van (MPV),Acteco Dohc,,,,,,,,,,,,,,,,,
2023,1,11.6,Quito,Fijo,USED,Jetour,Crossover,X70 PLUS,,,,,,,,,,,,,,,,,
2014,107000,14.9,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,
2009,312,21.7,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX,,,,,,,,,,,,,,,,,
2020,53000,6.9,Cuenca,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
1996,221063,15.6,Quito,Negociable,USED,Honda,Sedán,Civic,,,,,,,,,,,,,,,,,
2017,63000,38.0,Ambato,Negociable,USED,Kia,Sedán,Cerato Forte,,,,,,,,,,,,,,,,,
2017,160200,14.9,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
2004,127000,28.5,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2022,11000,46.0,Guayaquil,Negociable,USED,Peugeot,Crossover,2008,,,,,,,,,,,,,,,,,
2019,37900,28.0,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLA 180,,,,,,,,,,,,,,,,,
2017,92000,19.9,Ibarra,Negociable,USED,Kia,Todoterreno,Sportage R GTI A\C 2.0 TM,,,,,,,,,,,,,,,,,
2018,74000,14.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2014,213000,20.0,Quito,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
2022,44000,9.99,Ibarra,Negociable,USED,Kia,Hatchback (5 Puertas),RIO EX,,,,,,,,,,,,,,,,,
2007,237000,72.0,Ibarra,Negociable,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,
2022,6087,23.9,Quito,Negociable,USED,Mercedes Benz,Sedán,C200 AVANTGARDE II,,,,,,,,,,,,,,,,,
2020,61670,15.0,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2016,137000,37.0,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2020,78000,,Samborondón,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,#1722010,107000 Kms,,,,,,,,,,,,,,,
2019,0,31.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Exclusive,,,,,,,,,,,,,,,,,
2006,227,12.9,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2021,35873,22.9,Guayaquil,Negociable,USED,Renault,Crossover,captur,,,,,,,,,,,,,,,,,
2016,199,10.8,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Family,,,,,,,,,,,,,,,,,
2019,75,17.5,Quito,Negociable,USED,Chevrolet,Sedán,Cavalier,,,,,,,,,,,,,,,,,
2015,119,16.9,Quito,Negociable,USED,Suzuki,Hatchback (5 Puertas),GRAN VITARA SZ NEXT,,,,,,,,,,,,,,,,,
2011,240,12.9,Quito,Negociable,USED,Nissan,Sedán,Sentra Sport,,,,,,,,,,,,,,,,,
2004,301,12.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV CD,,,,,,,,,,,,,,,,,
2017,82719,15.9,Quito,Negociable,USED,Zotye,Todoterreno,T600,,,,,,,,,,,,,,,,,
2014,131000,10.0,Ibarra,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero Dynamic,,,,,,,,,,,,,,,,,
2017,112169,26.9,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
2014,115000,15.9,Ibarra,Negociable,USED,Volkswagen,Sedán,New Jetta,,,,,,,,,,,,,,,,,
2019,74080,26.5,Guayaquil,Negociable,USED,Nissan,Todoterreno,X-Trail Sense,,,,,,,,,,,,,,,,,
2018,65000,17.5,Guayaquil,Negociable,USED,Suzuki,Todoterreno,Grand Vitara 5P,,,,,,,,,,,,,,,,,
2017,34293,187.9,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLE63S,,,,,,,,,,,,,,,,,
2022,28000,26.8,Ambato,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
2019,55000,19.9,Ibarra,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2006,210000,6.8,Ibarra,Negociable,USED,Renault,Hatchback (5 Puertas),Clio,,,,,,,,,,,,,,,,,
2013,248806,22.9,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2018,107140,26.9,Guayaquil,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
2021,23036,18.9,Guayaquil,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2019,93500,25.9,Guayaquil,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
2019,132000,14.8,Guayaquil,Negociable,USED,Kia,Sedán,Rio,,,,,,,,,,,,,,,,,
2009,121000,50.0,Ibarra,Negociable,USED,Cadillac,Todoterreno,Escalade Hibrido,,,,,,,,,,,,,,,,,
2019,27800,19.9,Quito,Fijo,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2019,27800,19.9,Quito,Fijo,USED,Chevrolet,Crossover,Tracker,,,,,,,,,,,,,,,,,
1975,369402,29.9,Quito,Fijo,USED,Ford,Sedán,Granada,,,,,,,,,,,,,,,,,
2008,130000,7.5,Quito,Financiado,USED,Mitsubishi,Todoterreno,Montero Blister,,,,,,,,,,,,,,,,,
2006,296000,37.9,Quito,Financiado,USED,Chevrolet,Sedán,Corsa Evolution,,,,,,,,,,,,,,,,,
2009,210000,10.9,Quito,Negociable,USED,Toyota,Todoterreno,FJ Cruiser,,,,,,,,,,,,,,,,,
2010,240254,46.0,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2019,19600,19.9,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLA 180,,,,,,,,,,,,,,,,,
2015,125224,10.7,Quito,Fijo,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
2009,79869,16.7,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Activo,,,,,,,,,,,,,,,,,
2016,124000,,Ambato,Fijo,USED,Renault,Hatchback (5 Puertas),Clio,#1715773,210000 Kms,,,,,,,,,,,,,,,
2020,28000,29.0,Nobol,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2019,83000,19.5,Cuenca,Negociable,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,,,,
2016,174000,9.3,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2014,138000,11.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,Outlander,,,,,,,,,,,,,,,,,
2019,70385,28.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2019,74107,11.4,Quito,Negociable,USED,Great Wall,Sedán,Voleex C30,,,,,,,,,,,,,,,,,
2012,151180,16.4,Quito,Fijo,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
2018,107098,18.5,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
2011,168000,10.2,Quito,Negociable,USED,Volkswagen,Sedán,Jetta,,,,,,,,,,,,,,,,,
2012,218000,10.3,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV D-MAX,,,,,,,,,,,,,,,,,
2018,83970,17.5,Guayaquil,Negociable,USED,Nissan,Todoterreno,Kicks,,,,,,,,,,,,,,,,,
2012,170000,26.99,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Power,,,,,,,,,,,,,,,,,
2015,90000,8.9,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
2019,75,16.8,Quito,Negociable,USED,Chevrolet,Sedán,Cavalier,,,,,,,,,,,,,,,,,
2023,0,17.9,Quito,Financiado,USED,JAC,Camioneta Doble Cabina,T6,,,,,,,,,,,,,,,,,
2012,160000,14.9,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara 3P Sport,,,,,,,,,,,,,,,,,
2014,92756,9.3,Quito,Negociable,USED,Fiat,Hatchback (5 Puertas),Uno Way,,,,,,,,,,,,,,,,,
2018,35879,15.3,Quito,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
2016,109410,10.5,Quito,Negociable,USED,Kia,Hatchback (5 Puertas),Picanto R,,,,,,,,,,,,,,,,,
1999,150000,17.8,Quito,Negociable,USED,BMW,Sedán,328i,,,,,,,,,,,,,,,,,
2017,35000,12.3,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
2017,35000,12.3,Quito,Negociable,USED,Great Wall,Todoterreno,M4,,,,,,,,,,,,,,,,,
2018,102000,14.5,Loja,Negociable,USED,Nissan,Sedán,Versa,,,,,,,,,,,,,,,,,
2001,280500,10.4,Cuenca,Negociable,USED,Mitsubishi,Todoterreno,Montero Sport,,,,,,,,,,,,,,,,,
2018,29808,16.8,Cuenca,Negociable,USED,Volkswagen,Sedán,Polo,,,,,,,,,,,,,,,,,
2014,180818,25.8,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 3.0 CD 4X4,,,,,,,,,,,,,,,,,
2020,33633,49.8,Guayaquil,Negociable,USED,BMW,Sedán,330i,,,,,,,,,,,,,,,,,
2004,158000,14.8,Quito,Negociable,USED,Mercedes Benz,Sedán,E320,,,,,,,,,,,,,,,,,
2019,122001,13.3,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
1994,218000,6.8,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,Ranger CS,,,,,,,,,,,,,,,,,
1995,422674,8.8,Cuenca,Fijo,USED,Toyota,Camioneta Cabina Simple,Stout,,,,,,,,,,,,,,,,,
2022,631,118.0,Guayaquil,Negociable,USED,Jeep,Todoterreno,Wrangler Rubicon,,,,,,,,,,,,,,,,,
2016,1,54.8,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150 Lariat,,,,,,,,,,,,,,,,,
2016,1,54.8,Cuenca,Negociable,USED,Ford,Camioneta Doble Cabina,F150 DC 4X4,,,,,,,,,,,,,,,,,
2016,1,54.8,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150 4X4,,,,,,,,,,,,,,,,,
2016,1,54.8,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,F150 FX4,,,,,,,,,,,,,,,,,
2008,171,8.9,Quito,Negociable,USED,Zxauto,Todoterreno,Landmark,,,,,,,,,,,,,,,,,
2013,164668,24.0,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2017,59000,25.5,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TSI,,,,,,,,,,,,,,,,,
2016,121000,25.5,Quito,Negociable,USED,Nissan,Sedán,Versa,#1721200,102000 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plata,2.0,Hidráulica,1600.0,Tela,Azuay,,,,
2019,42759,26.8,Cuenca,Negociable,USED,Great Wall,Todoterreno,HAVAL H6 SUPREME,,,,,,,,,,,,,,,,,
2019,58000,43.8,Guayaquil,Negociable,USED,Chevrolet,Todoterreno,TrailBlazer DSL LTZ TA 2.8,,,,,,,,,,,,,,,,,
2019,41356,19.2,Cuenca,Negociable,USED,Great Wall,Todoterreno,H6,,,,,,,,,,,,,,,,,
2015,109158,12.3,Cuenca,Negociable,USED,Chevrolet,Sedán,Aveo Emotion GLS,,,,,,,,,,,,,,,,,
2010,102814,27.9,Quito,Negociable,USED,Nissan,Todoterreno,Armada,,,,,,,,,,,,,,,,,
2010,100000,21.5,Quito,Negociable,USED,Chevrolet,Todoterreno,Tahoe,,,,,,,,,,,,,,,,,
2016,122469,24.2,Cuenca,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2010,203329,15.8,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV Dmax CD V6,,,,,,,,,,,,,,,,,
2018,114000,10.9,Cuenca,Negociable,USED,Faw,Mini van (MPV),Actis V80 Full,,,,,,,,,,,,,,,,,
2018,114000,10.9,Cuenca,Negociable,USED,Chevrolet,Van Pasajeros,N300,,,,,,,,,,,,,,,,,
2018,114000,10.9,Cuenca,Negociable,USED,Faw,Mini van (MPV),Actis V-80,,,,,,,,,,,,,,,,,
2018,114000,10.9,Cuenca,Negociable,USED,DFSK,Mini van (MPV),ACTIS V80,,,,,,,,,,,,,,,,,
2018,30000,63.558,Loja,Negociable,USED,Ford,Camioneta Doble Cabina,F150 Lariat,,,,,,,,,,,,,,,,,
1998,383103,7.5,Cuenca,Fijo,USED,Chevrolet,Todoterreno,Vitara 5P,,,,,,,,,,,,,,,,,
2005,379,6.8,Quito,Negociable,USED,Ford,Hatchback (5 Puertas),Fiesta Power,,,,,,,,,,,,,,,,,
2015,75000,39.5,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee,,,,,,,,,,,,,,,,,
1998,280000,10.0,Cuenca,Negociable,USED,Ford,Camioneta Cabina Simple,Ranger CS,,,,,,,,,,,,,,,,,
2004,275,6.9,Quito,Negociable,USED,Chevrolet,Sedán,Corsa,,,,,,,,,,,,,,,,,
2014,148000,12.3,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Plus,,,,,,,,,,,,,,,,,
2013,150000,7.8,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2019,65000,12.8,Loja,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2021,20000,42.0,Quito,Negociable,USED,Audi,Sedán,A4 2.0T,,,,,,,,,,,,,,,,,
2013,150000,25.9,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
1998,371000,4.3,Quito,Negociable,USED,Daewoo,Sedán,Cielo,,,,,,,,,,,,,,,,,
2017,100280,16.2,Cuenca,Negociable,USED,Mazda,Hatchback (5 Puertas),NUEVO MAZDA 2 SDN CORE,,,,,,,,,,,,,,,,,
2017,68500,26.3,Cuenca,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
2000,316572,9.2,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,LUV V6 CD,,,,,,,,,,,,,,,,,
2019,36000,44.9,Quito,Negociable,USED,Mercedes Benz,Todoterreno,GLA 180,,,,,,,,,,,,,,,,,
2013,143000,14.9,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2013,143000,14.9,Quito,Negociable,USED,Ford,Todoterreno,Escape S Plus,,,,,,,,,,,,,,,,,
1992,183000,8.5,Quito,Negociable,USED,Mercedes Benz,Sedán,E230,,,,,,,,,,,,,,,,,
2019,61200,23.9,Ambato,Negociable,USED,Kia,Todoterreno,Sportage R,,,,,,,,,,,,,,,,,
1998,200000,9.8,Guayaquil,Negociable,USED,Jeep,Todoterreno,Cherokee Laredo,,,,,,,,,,,,,,,,,
2006,226110,10.2,Cuenca,Negociable,USED,Hyundai,Todoterreno,Tucson,,,,,,,,,,,,,,,,,
2019,68000,20.8,Guayaquil,Negociable,USED,Chevrolet,Sedán,Corsa,#1718359,275 Kms,,,,,,Plomo,4.0,,1800.0,,Guayas,,,,
2019,20,27.8,Quito,Negociable,USED,Kia,Sedán,Optima,,,,,,,,,,,,,,,,,
2002,256,6.5,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2013,102000,25.8,Guayaquil,Negociable,USED,Ford,Camioneta Doble Cabina,F150 XLT CD,,,,,,,,,,,,,,,,,
2023,0,27.99,Cuenca,Negociable,NEW,JMC,Camioneta Doble Cabina,VIGUS PLUS,,,,,,,,,,,,,,,,,
2020,66857,34.0,Guayaquil,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2022,1,31.99,Cuenca,Negociable,USED,JAC,Camioneta Doble Cabina,T8,,,,,,,,,,,,,,,,,
2005,366000,4.9,Quito,Fijo,USED,Peugeot,Hatchback (3 Puertas),Berlina 206 XR,,,,,,,,,,,,,,,,,
2015,120000,12.7,Quito,Financiado,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2018,73000,14.85,Quito,Financiado,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2009,151000,11.9,Quito,Financiado,USED,Peugeot,Hatchback (5 Puertas),206,,,,,,,,,,,,,,,,,
2014,146230,25.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,,,,,,,,,,,,,,,,,
2017,113,10.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Family,,,,,,,,,,,,,,,,,
2017,84790,15.6,Cuenca,Negociable,USED,Renault,Todoterreno,Duster 1.6,,,,,,,,,,,,,,,,,
2016,135800,24.2,Cuenca,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2010,130000,18.8,Quito,Negociable,USED,Ford,Camioneta Doble Cabina,F150,,,,,,,,,,,,,,,,,
2002,326,8.9,Quito,Negociable,USED,Hyundai,Van,H100,,,,,,,,,,,,,,,,,
2019,55000,10.4,Quito,Financiado,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2015,121000,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2009,151000,10.3,Quito,Financiado,USED,Peugeot,Hatchback (5 Puertas),206,,,,,,,,,,,,,,,,,
2019,37000,13.9,Quito,Fijo,USED,Great Wall,Todoterreno,Haval M4,,,,,,,,,,,,,,,,,
2020,35000,34.8,Ambato,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
2007,100000,24.8,Guayaquil,Negociable,USED,BMW,Coupé,328i,,,,,,,,,,,,,,,,,
2021,45000,13.8,Quito,Negociable,USED,Chevrolet,Otro,ONIX LTZ TURBO,,,,,,,,,,,,,,,,,
2015,100000,46.0,Quito,Negociable,USED,Ford,Todoterreno,Expedition,,,,,,,,,,,,,,,,,
2017,75000,37.8,Guayaquil,Negociable,USED,Ford,Todoterreno,Edge Limited,,,,,,,,,,,,,,,,,
2012,11000,34.8,Guayaquil,Negociable,USED,Ford,Todoterreno,Expedition Eddie Bauer,,,,,,,,,,,,,,,,,
2014,96552,14.0,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2011,127000,48.0,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne S Hybrid,,,,,,,,,,,,,,,,,
2016,75000,44.8,Quito,Negociable,USED,Audi,Todoterreno,Q5,,,,,,,,,,,,,,,,,
2008,120000,23.8,Quito,Negociable,USED,Mercedes Benz,Sedán,C230,,,,,,,,,,,,,,,,,
1999,200000,5.7,Quito,Negociable,USED,Volkswagen,Coupé,GOL 1.6,,,,,,,,,,,,,,,,,
1998,210000,8.8,Quito,Negociable,USED,Nissan,Todoterreno,Pathfinder,,,,,,,,,,,,,,,,,
2018,56000,30.3,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2007,210000,18.5,Quito,Negociable,USED,BMW,Todoterreno,X3,,,,,,,,,,,,,,,,,
2017,80000,17.3,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,#1719501,121000 Kms,Manuales,Manual,Gasolina,Calefacción,4 x 2,Plata,0.0,Hidráulica,1500.0,Tela,Pichincha,,,,
2020,45000,22.6,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2014,178000,14.8,Quito,Negociable,USED,Nissan,Todoterreno,Qashqai,,,,,,,,,,,,,,,,,
1977,1111111,7.8,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,El camino,,,,,,,,,,,,,,,,,
2004,205000,19.5,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner SR5,,,,,,,,,,,,,,,,,
1993,111300,8.2,Cuenca,Negociable,USED,Nissan,Camioneta Cabina Simple,TL 720T,,,,,,,,,,,,,,,,,
2011,62000,44.8,Quito,Negociable,USED,Mercedes Benz,Sedán,S400 Hibrido,,,,,,,,,,,,,,,,,
2001,372000,10.9,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,Cheyenne,,,,,,,,,,,,,,,,,
1993,248,9.9,Quito,Negociable,USED,BMW,Sedán,325i,,,,,,,,,,,,,,,,,
2021,29000,17.8,Quito,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2018,89000,18.9,Guayaquil,Negociable,USED,Kia,Sedán,NIRO Hibrido,,,,,,,,,,,,,,,,,
2018,73000,12.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2019,43000,13.5,Quito,Negociable,USED,Great Wall,Sedán,C30 CONFORT,,,,,,,,,,,,,,,,,
2020,65000,35.8,Guayaquil,Negociable,USED,Mazda,Camioneta Cabina Simple,BT-50 4x4 Diesel,,,,,,,,,,,,,,,,,
2019,34000,12.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2017,127,28.3,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX,,,,,,,,,,,,,,,,,
2017,65000,11.8,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2018,64306,42.5,Guayaquil,Negociable,USED,Mini,Hatchback (3 Puertas),Cooper,,,,,,,,,,,,,,,,,
2002,1111,6.5,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,,,,,,,,,,,,,,,,,
2015,146000,10.8,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2008,214000,15.9,Quito,Negociable,USED,Nissan,Camioneta Doble Cabina,Frontier,,,,,,,,,,,,,,,,,
1995,1111111,4.8,Quito,Negociable,USED,Ford,Hatchback (5 Puertas),Festiva,,,,,,,,,,,,,,,,,
2022,1111111,12.8,Quito,Negociable,USED,Chery,Van,Practivan,,,,,,,,,,,,,,,,,
2019,65000,20.8,Guayaquil,Negociable,USED,Changan,Todoterreno,CS 75,,,,,,,,,,,,,,,,,
2011,180000,12.2,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2014,111000,46.9,Cuenca,Negociable,USED,Jeep,Todoterreno,Wrangler Rubicon,,,,,,,,,,,,,,,,,
2014,105000,10.3,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2019,61000,19.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2019,11900,99.0,Cumbayá,Negociable,USED,Mercedes Benz,Convertible,E300,,,,,,,,,,,,,,,,,
2015,135000,10.8,Cuenca,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,
2006,174500,17.9,Quito,Negociable,USED,BMW,Todoterreno,X3,,,,,,,,,,,,,,,,,
2004,236000,10.9,Ambato,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2013,221000,12.2,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
2013,171230,19.9,Quito,Negociable,USED,Ford,Todoterreno,Edge,,,,,,,,,,,,,,,,,
2019,40000,13.9,Cuenca,Negociable,USED,Kia,Hatchback (5 Puertas),PICANTO EX 1.2,,,,,,,,,,,,,,,,,
2020,71000,19.9,Quito,Negociable,USED,Toyota,Hatchback (5 Puertas),Yaris,#1715791,1111 Kms,,,,,,Plata,9.0,,1500.0,,Pichincha,,,,
2019,19000,19.0,Quito,Negociable,USED,Ssangyong,Crossover,XLV,,,,,,,,,,,,,,,,,
2015,50800,27.3,Sangolqui,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2018,54000,26.8,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
1996,55000,14.9,Quito,Negociable,USED,Mercedes Benz,Sedán,E230,,,,,,,,,,,,,,,,,
2019,23000,23.7,Quito,Negociable,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
2002,160000,6.2,Cuenca,Negociable,USED,Renault,Hatchback (3 Puertas),Twingo,,,,,,,,,,,,,,,,,
2013,54000,13.6,Quito,Negociable,USED,Toyota,Hatchback (3 Puertas),Prius C Sport,,,,,,,,,,,,,,,,,
